3;050803;"Utgått: Annen tjære";Nei;Nei
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;050804;"Utgått: Flytende vandig avfall fra oljeregenerering";Nei;Nei
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;050899;"Utgått: §4.2)Annet ikke spesifisert avfall";Nei;Nei
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
1;06;"Avfall fra uorganiske kjemiske prosesser";Ja;Nei
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
2;0601;"Avfall fra produksjon, bearbeiding, distribusjon og bruk (PBDB) av syrer";Ja;Nei
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;060101;"Svovelsyre og svovelholdige syrer";Ja;Ja
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;060102;"Saltsyre";Ja;Ja
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;060103;"Hydrogenfluorid";Ja;Ja
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;060104;"Fosforsyre og fosforholdige syrer";Ja;Ja
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;060105;"Salpetersyre og nitrogenholdige syrer";Ja;Ja
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;060106;"Andre syrer";Ja;Ja
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;060199;"Avfall som ikke er spesifisert andre steder";Ja;Nei
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
2;0602;"Avfall fra PBDB av baser";Ja;Nei
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;060201;"Kalsiumhydroksid";Ja;Ja
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;060202;"Utgått: Natriumhydroksid (og kaliumhydroksid)";Nei;Nei
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;060203;"Ammoniumhydroksid";Ja;Ja
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;060204;"Natrium- og kaliumhydroksid";Ja;Ja
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;060205;"Andre baser";Ja;Ja
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;060299;"Avfall som ikke er spesifisert andre steder ";Ja;Nei
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
2;0603;"Avfall fra PBDB av salter og saltløsninger og av metalloksider";Ja;Nei
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;060301;"Utgått: §4.2)Karbonater (unntatt 02 04 02 og 19 10 03)";Nei;Nei
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;060302;"Utgått: §4.2)Saltløsninger som inneholder sulfater, sulfitter eller sulfider";Nei;Nei
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;060303;"Utgått: §4.2)Faste salter som inneholder sulfater, sulfitter eller sulfider";Nei;Nei
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;060304;"Utgått: §4.2)Saltløsninger som inneholder klorider, fluorider og halogenider";Nei;Nei
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;060305;"Utgått: §4.2)Faste salter som inneholder klorider, fluorider eller andre halogenider";Nei;Nei
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;060306;"Utgått: §4.2)Saltløsninger som inneholder fosfater og beslektede faste salter";Nei;Nei
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;060307;"Utgått: §4.2)Fosfater og beslektede faste salter";Nei;Nei
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;060308;"Utgått: §4.2)Saltløsninger som inneholder nitrater og beslektede forbindelser";Nei;Nei
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;060309;"Utgått: §4.2)Faste salter som inneholder nitrider (nitrometalliske)";Nei;Nei
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;060310;"Utgått: §4.2)Faste salter som inneholder ammonium";Nei;Nei
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;060311;"Faste salter og saltløsninger som inneholder cyanider";Ja;Ja
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;060312;"Utgått: §4.2)Salter og saltløsninger som inneholder organiske forbindelser";Nei;Nei
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;060313;"Faste salter og saltløsninger som inneholder tungmetaller";Ja;Ja
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;060314;"Andre faste salter og saltløsninger enn dem nevnt i 06 03 11 og 06 03 13";Ja;Nei
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;060315;"Metalloksider som inneholder tungmetaller";Ja;Ja
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;060316;"Andre metalloksider enn dem nevnt i 06 03 15";Ja;Nei
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;060399;"Avfall som ikke er spesifisert andre steder ";Ja;Nei
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
2;0604;"Annet metallholdig avfall enn det nevnt i 06 03";Ja;Nei
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;060401;"Utgått: §4.2)Metalliske oksider";Nei;Nei
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;060402;"Utgått: Metalliske salter (unntatt 060300)";Nei;Nei
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;060403;"Arsenholdig avfall";Ja;Ja
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;060404;"Kvikksølvholdig avfall";Ja;Ja
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;060405;"Avfall som inneholder andre tungmetaller";Ja;Ja
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;060499;"Avfall som ikke er spesifisert andre steder";Ja;Nei
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
2;0605;"Slam fra behandling av avløpsvann på produksjonsstedet";Ja;Nei
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;060501;"Utgått: §4.2)Slam fra lokal behandling av avløpsvann";Nei;Nei
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;060502;"Slam fra behandling av avløpsvann på produksjonsstedet som inneholder farlige stoffer";Ja;Ja
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;060503;"Annet slam fra behandling av avløpsvann på produksjonsstedet enn det nevnt i 06 05 02";Ja;Nei
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
2;0606;"Avfall fra PBDB av svovelholdige kjemikalier og fra svovelkjemiske prosesser og avsvovlingsprosesser";Ja;Nei
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;060601;"Utgått: §4.2)Svovelholdig avfall";Nei;Nei
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;060602;"Avfall som inneholder farlige sulfider";Ja;Ja
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;060603;"Avfall som inneholder andre sulfider enn dem nevnt i 06 06 02";Ja;Nei
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;060699;"Avfall som ikke er spesifisert andre steder";Ja;Nei
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
2;0607;"Avfall fra PBDB av halogener og halogenkjemiske prosesser";Ja;Nei
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;060701;"Avfall som inneholder asbest fra elektrolyse";Ja;Ja
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;060702;"Aktivt kull brukt til klorproduksjon";Ja;Ja
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;060703;"Kvikksølvholdig slam av bariumsulfat";Ja;Ja
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;060704;"Løsninger og syrer, for eksempel kontaktsyre";Ja;Ja
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;060799;"Avfall som ikke er spesifisert andre steder";Ja;Nei
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
2;0608;"Avfall fra PBDB av silisium og silisiumderivater";Ja;Nei
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;060801;"Utgått: §4.2)Avfall fra produksjon av silisium og silisiumderivater";Nei;Nei
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;060802;"Avfall som inneholder farlige klorsilaner";Ja;Ja
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;060899;"Avfall som ikke er spesifisert andre steder";Ja;Nei
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
2;0609;"Avfall fra PBDB av fosforholdige kjemikalier og fosforkjemiske prosesser";Ja;Nei
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;060901;"Utgått: §4.2)Fosfatgips";Nei;Nei
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;060902;"Fosforholdig slagg";Ja;Nei
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;060903;"Kalsiumbasert reaksjonsavfall som inneholder eller er forurenset av farlige stoffer";Ja;Ja
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;060904;"Annet kalsiumbasert reaksjonsavfall enn det nevnt i 06 09 03";Ja;Nei
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;060999;"Avfall som ikke er spesifisert andre steder";Ja;Nei
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
2;0610;"Avfall fra PBDB av nitrogenholdige kjemikalier, nitrogenkjemiske prosesser og kunstgjødselproduksjon";Ja;Nei
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;061001;"Utgått: §4.2)Avfall fra kjemiske nitrogenprosesser og kunstgjødselproduksjon";Nei;Nei
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;061002;"Avfall som inneholder farlige stoffer";Ja;Ja
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;061099;"Avfall som ikke er spesifisert andre steder";Ja;Nei
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
2;0611;"Avfall fra produksjon av uorganiske pigmenter og opakiseringsmidler";Ja;Nei
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;061101;"Kalsiumbasert reaksjonsavfall fra titandioksidproduksjon";Ja;Nei
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;061199;"Avfall som ikke er spesifisert andre steder";Ja;Nei
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
2;0612;"UTGÅTT: AVFALL FRA PRODUKSJON, BRUK OG REGENERERING AV KATALYSATORER";Nei;Nei
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;061201;"Utgått: §4.2)Brukte katalysatorer med edelmetaller";Nei;Nei
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;061202;"Utgått: Andre brukte katalysatorer (som inneholder tungmetaller)";Nei;Nei
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
2;0613;"Avfall fra uorganiske kjemiske prosesser som ikke er nevnt andre steder";Ja;Nei
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;061301;"Uorganiske plantevernmidler, treimpregneringsmidler og andre biocider";Ja;Ja
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;061302;"Brukt aktivt kull (unntatt 06 07 02)";Ja;Ja
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;061303;"Carbon black";Ja;Nei
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;061304;"Avfall fra bearbeiding av asbest";Ja;Ja
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;061305;"Sot";Ja;Ja
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;061399;"Avfall som ikke er spesifisert andre steder";Ja;Nei
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
1;07;"Avfall fra organiske kjemiske prosesser";Ja;Nei
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
2;0701;"Avfall fra produksjon, bearbeiding, distribusjon og bruk (PBDB) av organiske basisprodukter";Ja;Nei
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;070101;"Vandige vaskevæsker og morluter";Ja;Ja
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;070102;"Utgått: §4.2)Slam fra lokal behandling av avløpsvann";Nei;Nei
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;070103;"Halogenerte organiske løsemidler, vaskevæsker og morluter";Ja;Ja
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;070104;"Andre organiske løsemidler, vaskevæsker og morluter";Ja;Ja
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;070105;"Utgått: §4.2)Brukte katalysatorer med edelmetaller";Nei;Nei
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;070106;"Utgått: Andre brukte katalysatorer (som inneholder tungmetaller)";Nei;Nei
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;070107;"Halogenerte destillasjonsrester og reaksjonsrester";Ja;Ja
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;070108;"Andre destillasjonsrester og reaksjonsrester ";Ja;Ja
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;070109;"Halogenerte filterkaker og brukte absorbenter";Ja;Ja
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;070110;"Andre filterkaker og brukte absorbenter";Ja;Ja
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;070111;"Slam fra behandling av avløpsvann på produksjonsstedet som inneholder farlige stoffer";Ja;Ja
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;070112;"Annet slam fra behandling av avløpsvann på produksjonsstedet enn det nevnt i 07 01 11";Ja;Nei
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;070199;"Avfall som ikke er spesifisert andre steder";Ja;Nei
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
2;0702;"Avfall fra PBDB av plastmaterialer, syntetisk gummi og kunstfibrer";Ja;Nei
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;070201;"Vandige vaskevæsker og morluter";Ja;Ja
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;070202;"Utgått: §4.2)Slam fra lokal behandling av avløpsvann";Nei;Nei
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;070203;"Halogenerte organiske løsemidler, vaskevæsker og morluter";Ja;Ja
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;070204;"Andre organiske løsemidler, vaskevæsker og morluter";Ja;Ja
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;070205;"Utgått: §4.2)Brukte katalysatorer med edelmetaller";Nei;Nei
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;070206;"Utgått: Andre brukte katalysatorer (som inneholder tungmetaller)";Nei;Nei
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;070207;"Halogenerte destillasjonsrester og reaksjonsrester";Ja;Ja
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;070208;"Andre destillasjonsrester og reaksjonsrester";Ja;Ja
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;070209;"Halogenerte filterkaker og brukte absorbenter";Ja;Ja
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;070210;"Andre filterkaker og brukte absorbenter";Ja;Ja
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;070211;"Slam fra behandling av avløpsvann på produksjonsstedet som inneholder farlige stoffer";Ja;Ja
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;070212;"Annet slam fra behandling av avløpsvann på produksjonsstedet enn det nevnt i 07 02 11";Ja;Nei
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;070213;"Plastavfall";Ja;Nei
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;070214;"Avfall fra tilsetningsstoffer som inneholder farlige stoffer";Ja;Ja
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;070215;"Annet avfall fra tilsetningsstoffer enn det nevnt i 07 02 14";Ja;Nei
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;070216;"Avfall som inneholder farlige silikoner";Ja;Ja
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;070217;"Silikonholdig avfall som ikke er nevnt i 07 02 16";Ja;Nei
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;070299;"Avfall som ikke er spesifisert andre steder";Ja;Nei
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
2;0703;"Avfall fra PBDB av organiske farge stoffer og pigmenter (unntatt 06 11)";Ja;Nei
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;070301;"Vandige vaskevæsker og morluter";Ja;Ja
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;070302;"Utgått: §4.2)Slam fra lokal behandling av avløpsvann";Nei;Nei
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;070303;"Halogenerte organiske løsemidler, vaskevæsker og morluter";Ja;Ja
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;070304;"Andre organiske løsemidler, vaskevæsker og morluter";Ja;Ja
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;070305;"Utgått: §4.2)Brukte katalysatorer med edelmetaller";Nei;Nei
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;070306;"Utgått: Andre brukte katalysatorer (som inneholder tungmetaller)";Nei;Nei
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;070307;"Halogenerte destillasjonsrester og reaksjonsrester ";Ja;Ja
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;070308;"Andre destillasjonsrester og reaksjonsrester";Ja;Ja
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;070309;"Halogenerte filterkaker og brukte absorbenter";Ja;Ja
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;070310;"Andre filterkaker og brukte absorbenter";Ja;Ja
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;070311;"Slam fra behandling av avløpsvann på produksjonsstedet som inneholder farlige stoffer";Ja;Ja
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;070312;"Annet slam fra behandling av avløpsvann på produksjonsstedet enn det nevnt i 07 03 11";Ja;Nei
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;070399;"Avfall som ikke er spesifisert andre steder";Ja;Nei
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
2;0704;"Avfall fra PBDB av organiske plantevernmidler (unntatt 02 01 08 og 02 01 09), treimpregneringsmidler (unntatt 03 02) og andre biocider";Ja;Nei
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;070401;"Vandige vaskevæsker og morluter";Ja;Ja
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;070402;"Utgått: §4.2)Slam fra lokal behandling av avløpsvann";Nei;Nei
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;070403;"Halogenerte organiske løsemidler, vaskevæsker og morluter";Ja;Ja
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;070404;"Andre organiske løsemidler, vaskevæsker og morluter";Ja;Ja
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;070405;"Utgått: §4.2)Brukte katalysatorer med edelmetaller";Nei;Nei
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;070406;"Utgått: Andre brukte katalysatorer (som inneholder tungmetaller)";Nei;Nei
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;070407;"Halogenerte destillasjonsrester og reaksjonsrester";Ja;Ja
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;070408;"Andre destillasjonsrester og reaksjonsrester ";Ja;Ja
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;070409;"Halogenerte filterkaker og brukte absorbenter";Ja;Ja
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;070410;"Andre filterkaker og brukte absorbenter";Ja;Ja
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;070411;"Slam fra behandling av avløpsvann på produksjonsstedet som inneholder farlige stoffer";Ja;Ja
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;070412;"Annet slam fra behandling av avløpsvann på produksjonsstedet enn det nevnt i 07 04 11";Ja;Nei
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;070413;"Fast avfall som inneholder farlige stoffer";Ja;Ja
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;070499;"Avfall som ikke er spesifisert andre steder";Ja;Nei
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
2;0705;"Avfall fra PBDB av legemidler";Ja;Nei
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;070501;"Vandige vaskevæsker og morluter";Ja;Ja
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;070502;"Utgått: §4.2)Slam fra lokal behandling av avløpsvann";Nei;Nei
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;070503;"Halogenerte organiske løsemidler, vaskevæsker og morluter";Ja;Ja
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;070504;"Andre organiske løsemidler, vaskevæsker og morluter";Ja;Ja
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;070505;"Utgått: §4.2)Brukte katalysatorer med edelmetaller";Nei;Nei
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;070506;"Utgått: Andre brukte katalysatorer (som inneholder tungmetaller)";Nei;Nei
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;070507;"Halogenerte destillasjonsrester og reaksjonsrester";Ja;Ja
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;070508;"Andre destillasjonsrester og reaksjonsrester";Ja;Ja
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;070509;"Halogenerte filterkaker og brukte absorbenter";Ja;Ja
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;070510;"Andre filterkaker og brukte absorbenter";Ja;Ja
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;070511;"Slam fra behandling av avløpsvann på produksjonsstedet som inneholder farlige stoffer";Ja;Ja
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;070512;"Annet slam fra behandling av avløpsvann på produksjonsstedet enn det nevnt i 07 05 11";Ja;Nei
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;070513;"Fast avfall som inneholder farlige stoffer";Ja;Ja
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;070514;"Annet fast avfall enn det nevnt i 07 05 13";Ja;Nei
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;070599;"Avfall som ikke er spesifisert andre steder";Ja;Nei
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
2;0706;"Avfall fra PBDB av fettstoffer, smøremidler, såpe, rengjøringsmidler, desinfeksjonsmidler og kosmetikk";Ja;Nei
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;070601;"Vandige vaskevæsker og morluter";Ja;Ja
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;070602;"Utgått: §4.2)Slam fra lokal behandling av avløpsvann";Nei;Nei
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;070603;"Halogenerte organiske løsemidler, vaskevæsker og morluter";Ja;Ja
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;070604;"Andre organiske løsemidler, vaskevæsker og morluter";Ja;Ja
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;070605;"Utgått: §4.2)Brukte katalysatorer med edelmetaller";Nei;Nei
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;070606;"Utgått: Andre brukte katalysatorer (som inneholder tungmetaller)";Nei;Nei
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;070607;"Halogenerte destillasjonsrester og reaksjonsrester ";Ja;Ja
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;070608;"Andre destillasjonsrester og reaksjonsrester ";Ja;Ja
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;070609;"Halogenerte filterkaker og brukte absorbenter";Ja;Ja
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;070610;"Andre filterkaker og brukte absorbenter";Ja;Ja
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;070611;"Slam fra behandling av avløpsvann på produksjonsstedet som inneholder farlige stoffer";Ja;Ja
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;070612;"Annet slam fra behandling av avløpsvann på produksjonsstedet enn det nevnt i 07 06 11";Ja;Nei
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;070699;"Avfall som ikke er spesifisert andre steder";Ja;Nei
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
2;0707;"Avfall fra PBDB av finkjemikalier og av kjemiske produkter som ikke er spesifisert andre steder";Ja;Nei
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;070701;"Vandige vaskevæsker og morluter";Ja;Ja
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;070702;"Utgått: §4.2)Slam fra lokal behandling av avløpsvann";Nei;Nei
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;070703;"Halogenerte organiske løsemidler, vaskevæsker og morluter";Ja;Ja
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;070704;"Andre organiske løsemidler, vaskevæsker og morluter";Ja;Ja
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;070705;"Utgått: §4.2)Brukte katalysatorer med edelmetaller";Nei;Nei
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;070706;"Utgått: Andre brukte katalysatorer (som inneholder tungmetaller)";Nei;Nei
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;070707;"Halogenerte destillasjonsrester og reaksjonsrester";Ja;Ja
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;070708;"Andre destillasjonsrester og reaksjonsrester ";Ja;Ja
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;070709;"Halogenerte filterkaker og brukte absorbenter";Ja;Ja
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;070710;"Andre filterkaker og brukte absorbenter";Ja;Ja
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;070711;"Slam fra behandling av avløpsvann på produksjonsstedet som inneholder farlige stoffer";Ja;Ja
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;070712;"Annet slam fra behandling av avløpsvann på produksjonsstedet enn det nevnt i 07 07 11";Ja;Nei
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;070799;"Avfall som ikke er spesifisert andre steder";Ja;Nei
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
1;08;"Avfall fra produksjon, bearbeiding, distribusjon og bruk (PBDB) av beleggingsprodukter (malinger, lakker og glassemaljer), klebemidler, tetningsmasse og trykkfarger";Ja;Nei
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
2;0801;"Avfall fra PBDB og fjerning av malinger og lakker";Ja;Nei
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;080101;"Utgått: Avfall fra malinger og lakker som inneholder halogenerte løsemidler";Nei;Nei
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;080102;"Utgått: Avfall fra malinger og lakker uten halogenerte løsemidler";Nei;Nei
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;080103;"Utgått: Avfall fra vannbaserte malinger og lakker";Nei;Nei
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;080104;"Utgått: §4.2)Avfall fra pulverbaserte malinger";Nei;Nei
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;080105;"Utgått: §4.2)Herdede malinger og lakker";Nei;Nei
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;080106;"Utgått: Slam fra fjerning av malinger og lakker som inneholder halogenerte løsemidler";Nei;Nei
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
3;080107;"Utgått: Slam fra fjerning av malinger og lakker uten halogenerte løsemidler";Nei;Nei
Nivå;Kode;Beskrivelse;Registrerbar;Farlig
